,corr
Stroke^2.5 *DiffWalk^-3.0,
Stroke^2.5 *Sex^-3.0,
Stroke^2.5 *Age^-3.0,0.002771219823157893
Stroke^2.5 *Education^-3.0,0.05103125700314326
Stroke^2.5 *Income^-3.0,0.05259039319624134
HeartDiseaseorAttack^2.5 *PhysActivity^-3.0,
HeartDiseaseorAttack^2.5 *Fruits^-3.0,
HeartDiseaseorAttack^2.5 *Veggies^-3.0,
HeartDiseaseorAttack^2.5 *HvyAlcoholConsump^-3.0,
HeartDiseaseorAttack^2.5 *AnyHealthcare^-3.0,
HeartDiseaseorAttack^2.5 *NoDocbcCost^-3.0,
HeartDiseaseorAttack^2.5 *GenHlth^-3.0,0.021378523390579232
HeartDiseaseorAttack^2.5 *MentHlth^-3.0,
HeartDiseaseorAttack^2.5 *PhysHlth^-3.0,
HeartDiseaseorAttack^2.5 *DiffWalk^-3.0,
HeartDiseaseorAttack^2.5 *Sex^-3.0,
HeartDiseaseorAttack^2.5 *Age^-3.0,0.006816973352726904
HeartDiseaseorAttack^2.5 *Education^-3.0,0.08671102893687942
HeartDiseaseorAttack^2.5 *Income^-3.0,0.08166538234767745
PhysActivity^2.5 *Fruits^-3.0,
PhysActivity^2.5 *Veggies^-3.0,
PhysActivity^2.5 *HvyAlcoholConsump^-3.0,
PhysActivity^2.5 *AnyHealthcare^-3.0,
PhysActivity^2.5 *NoDocbcCost^-3.0,
PhysActivity^2.5 *GenHlth^-3.0,-0.17154826858543099
PhysActivity^2.5 *MentHlth^-3.0,
PhysActivity^2.5 *PhysHlth^-3.0,
PhysActivity^2.5 *DiffWalk^-3.0,
PhysActivity^2.5 *Sex^-3.0,
PhysActivity^2.5 *Age^-3.0,-0.06553489517286783
PhysActivity^2.5 *Education^-3.0,0.023733035780118462
PhysActivity^2.5 *Income^-3.0,0.04083936536043472
Fruits^2.5 *Veggies^-3.0,
Fruits^2.5 *HvyAlcoholConsump^-3.0,
Fruits^2.5 *AnyHealthcare^-3.0,
Fruits^2.5 *NoDocbcCost^-3.0,
Fruits^2.5 *GenHlth^-3.0,-0.14652757929796673
Fruits^2.5 *MentHlth^-3.0,
Fruits^2.5 *PhysHlth^-3.0,
Fruits^2.5 *DiffWalk^-3.0,
Fruits^2.5 *Sex^-3.0,
Fruits^2.5 *Age^-3.0,-0.05308963801451859
Fruits^2.5 *Education^-3.0,0.0374881956125318
Fruits^2.5 *Income^-3.0,0.04877149217953007
Veggies^2.5 *HvyAlcoholConsump^-3.0,
Veggies^2.5 *AnyHealthcare^-3.0,
Veggies^2.5 *NoDocbcCost^-3.0,
Veggies^2.5 *GenHlth^-3.0,-0.16845890603688918
Veggies^2.5 *MentHlth^-3.0,
Veggies^2.5 *PhysHlth^-3.0,
Veggies^2.5 *DiffWalk^-3.0,
Veggies^2.5 *Sex^-3.0,
Veggies^2.5 *Age^-3.0,-0.062270511463864774
Veggies^2.5 *Education^-3.0,0.03920042074436816
Veggies^2.5 *Income^-3.0,0.055799889689150804
HvyAlcoholConsump^2.5 *AnyHealthcare^-3.0,
HvyAlcoholConsump^2.5 *NoDocbcCost^-3.0,
HvyAlcoholConsump^2.5 *GenHlth^-3.0,-0.04756150476859538
HvyAlcoholConsump^2.5 *MentHlth^-3.0,
HvyAlcoholConsump^2.5 *PhysHlth^-3.0,
HvyAlcoholConsump^2.5 *DiffWalk^-3.0,
HvyAlcoholConsump^2.5 *Sex^-3.0,
HvyAlcoholConsump^2.5 *Age^-3.0,-0.020246162089365367
HvyAlcoholConsump^2.5 *Education^-3.0,-0.016953654439560255
HvyAlcoholConsump^2.5 *Income^-3.0,-0.007831096177876681
AnyHealthcare^2.5 *NoDocbcCost^-3.0,
AnyHealthcare^2.5 *GenHlth^-3.0,-0.17442537961682486
AnyHealthcare^2.5 *MentHlth^-3.0,
AnyHealthcare^2.5 *PhysHlth^-3.0,
AnyHealthcare^2.5 *DiffWalk^-3.0,
AnyHealthcare^2.5 *Sex^-3.0,
AnyHealthcare^2.5 *Age^-3.0,-0.06578445867479546
AnyHealthcare^2.5 *Education^-3.0,0.0644303038201184
AnyHealthcare^2.5 *Income^-3.0,0.07658927617208905
NoDocbcCost^2.5 *GenHlth^-3.0,-0.029287244158716794
NoDocbcCost^2.5 *MentHlth^-3.0,
NoDocbcCost^2.5 *PhysHlth^-3.0,
NoDocbcCost^2.5 *DiffWalk^-3.0,
NoDocbcCost^2.5 *Sex^-3.0,
NoDocbcCost^2.5 *Age^-3.0,-0.021690952020417178
NoDocbcCost^2.5 *Education^-3.0,0.021693609934381037
NoDocbcCost^2.5 *Income^-3.0,0.03008040915327283
GenHlth^2.5 *MentHlth^-3.0,
GenHlth^2.5 *PhysHlth^-3.0,
GenHlth^2.5 *DiffWalk^-3.0,
GenHlth^2.5 *Sex^-3.0,
GenHlth^2.5 *Age^-3.0,-0.03983510852897379
GenHlth^2.5 *Education^-3.0,0.1023551840104768
GenHlth^2.5 *Income^-3.0,0.10293424302337668
MentHlth^2.5 *PhysHlth^-3.0,
MentHlth^2.5 *DiffWalk^-3.0,
MentHlth^2.5 *Sex^-3.0,
MentHlth^2.5 *Age^-3.0,-0.017681567440643958
MentHlth^2.5 *Education^-3.0,0.04021442009974502
MentHlth^2.5 *Income^-3.0,0.04425278941146177
PhysHlth^2.5 *DiffWalk^-3.0,
PhysHlth^2.5 *Sex^-3.0,
PhysHlth^2.5 *Age^-3.0,-0.005414450103920894
PhysHlth^2.5 *Education^-3.0,0.0641045668421839
PhysHlth^2.5 *Income^-3.0,0.07004817133604518
DiffWalk^2.5 *Sex^-3.0,
DiffWalk^2.5 *Age^-3.0,-1.7639044986387294e-05
DiffWalk^2.5 *Education^-3.0,0.097881577228511
DiffWalk^2.5 *Income^-3.0,0.09723278442429105
Sex^2.5 *Age^-3.0,-0.048864668182400726
Sex^2.5 *Education^-3.0,0.03824869347283108
Sex^2.5 *Income^-3.0,0.032837961692086824
Age^2.5 *Education^-3.0,0.08510611164052724
Age^2.5 *Income^-3.0,0.08947924530830968
Education^2.5 *Income^-3.0,0.04617348037921833
HighBP^2.5 *HighChol^-2.5,
HighBP^2.5 *CholCheck^-2.5,
HighBP^2.5 *BMI^-2.5,0.13122752121288672
HighBP^2.5 *Smoker^-2.5,
HighBP^2.5 *Stroke^-2.5,
HighBP^2.5 *HeartDiseaseorAttack^-2.5,
HighBP^2.5 *PhysActivity^-2.5,
HighBP^2.5 *Fruits^-2.5,
HighBP^2.5 *Veggies^-2.5,
HighBP^2.5 *HvyAlcoholConsump^-2.5,
HighBP^2.5 *AnyHealthcare^-2.5,
HighBP^2.5 *NoDocbcCost^-2.5,
HighBP^2.5 *GenHlth^-2.5,-0.003657695577996123
HighBP^2.5 *MentHlth^-2.5,
HighBP^2.5 *PhysHlth^-2.5,
HighBP^2.5 *DiffWalk^-2.5,
HighBP^2.5 *Sex^-2.5,
HighBP^2.5 *Age^-2.5,-0.006608787812284211
HighBP^2.5 *Education^-2.5,0.16683623668800868
HighBP^2.5 *Income^-2.5,0.12819507344060554
HighChol^2.5 *CholCheck^-2.5,
HighChol^2.5 *BMI^-2.5,0.07827671565145596
HighChol^2.5 *Smoker^-2.5,
HighChol^2.5 *Stroke^-2.5,
HighChol^2.5 *HeartDiseaseorAttack^-2.5,
HighChol^2.5 *PhysActivity^-2.5,
HighChol^2.5 *Fruits^-2.5,
HighChol^2.5 *Veggies^-2.5,
HighChol^2.5 *HvyAlcoholConsump^-2.5,
HighChol^2.5 *AnyHealthcare^-2.5,
HighChol^2.5 *NoDocbcCost^-2.5,
HighChol^2.5 *GenHlth^-2.5,-0.04007190873226878
HighChol^2.5 *MentHlth^-2.5,
HighChol^2.5 *PhysHlth^-2.5,
HighChol^2.5 *DiffWalk^-2.5,
HighChol^2.5 *Sex^-2.5,
HighChol^2.5 *Age^-2.5,-0.00961205639593305
HighChol^2.5 *Education^-2.5,0.1427098409078668
HighChol^2.5 *Income^-2.5,0.11754070862002701
CholCheck^2.5 *BMI^-2.5,-0.16324850501475408
CholCheck^2.5 *Smoker^-2.5,
CholCheck^2.5 *Stroke^-2.5,
CholCheck^2.5 *HeartDiseaseorAttack^-2.5,
CholCheck^2.5 *PhysActivity^-2.5,
CholCheck^2.5 *Fruits^-2.5,
CholCheck^2.5 *Veggies^-2.5,
CholCheck^2.5 *HvyAlcoholConsump^-2.5,
CholCheck^2.5 *AnyHealthcare^-2.5,
CholCheck^2.5 *NoDocbcCost^-2.5,
CholCheck^2.5 *GenHlth^-2.5,-0.1791124520504084
CholCheck^2.5 *MentHlth^-2.5,
CholCheck^2.5 *PhysHlth^-2.5,
CholCheck^2.5 *DiffWalk^-2.5,
CholCheck^2.5 *Sex^-2.5,
CholCheck^2.5 *Age^-2.5,-0.07439608671070023
CholCheck^2.5 *Education^-2.5,0.08433548128796456
CholCheck^2.5 *Income^-2.5,0.08656013856284991
BMI^2.5 *Smoker^-2.5,
BMI^2.5 *Stroke^-2.5,
BMI^2.5 *HeartDiseaseorAttack^-2.5,
BMI^2.5 *PhysActivity^-2.5,
BMI^2.5 *Fruits^-2.5,
BMI^2.5 *Veggies^-2.5,
BMI^2.5 *HvyAlcoholConsump^-2.5,
BMI^2.5 *AnyHealthcare^-2.5,
BMI^2.5 *NoDocbcCost^-2.5,
BMI^2.5 *GenHlth^-2.5,-0.10373960219951978
BMI^2.5 *MentHlth^-2.5,
BMI^2.5 *PhysHlth^-2.5,
BMI^2.5 *DiffWalk^-2.5,
BMI^2.5 *Sex^-2.5,
BMI^2.5 *Age^-2.5,-0.04786429889106032
BMI^2.5 *Education^-2.5,0.11932320604196325
BMI^2.5 *Income^-2.5,0.10204282613648702
Smoker^2.5 *Stroke^-2.5,
Smoker^2.5 *HeartDiseaseorAttack^-2.5,
Smoker^2.5 *PhysActivity^-2.5,
Smoker^2.5 *Fruits^-2.5,
Smoker^2.5 *Veggies^-2.5,
Smoker^2.5 *HvyAlcoholConsump^-2.5,
Smoker^2.5 *AnyHealthcare^-2.5,
Smoker^2.5 *NoDocbcCost^-2.5,
Smoker^2.5 *GenHlth^-2.5,-0.08146142812061284
Smoker^2.5 *MentHlth^-2.5,
Smoker^2.5 *PhysHlth^-2.5,
Smoker^2.5 *DiffWalk^-2.5,
Smoker^2.5 *Sex^-2.5,
Smoker^2.5 *Age^-2.5,-0.037164942532604155
Smoker^2.5 *Education^-2.5,0.07093891835924157
Smoker^2.5 *Income^-2.5,0.061260418883047195
Stroke^2.5 *HeartDiseaseorAttack^-2.5,
Stroke^2.5 *PhysActivity^-2.5,
Stroke^2.5 *Fruits^-2.5,
Stroke^2.5 *Veggies^-2.5,
Stroke^2.5 *HvyAlcoholConsump^-2.5,
Stroke^2.5 *AnyHealthcare^-2.5,
Stroke^2.5 *NoDocbcCost^-2.5,
Stroke^2.5 *GenHlth^-2.5,0.019716372686509012
Stroke^2.5 *MentHlth^-2.5,
Stroke^2.5 *PhysHlth^-2.5,
Stroke^2.5 *DiffWalk^-2.5,
Stroke^2.5 *Sex^-2.5,
Stroke^2.5 *Age^-2.5,0.00848940559453523
Stroke^2.5 *Education^-2.5,0.06968852228853904
Stroke^2.5 *Income^-2.5,0.0580515354707285
HeartDiseaseorAttack^2.5 *PhysActivity^-2.5,
HeartDiseaseorAttack^2.5 *Fruits^-2.5,
HeartDiseaseorAttack^2.5 *Veggies^-2.5,
HeartDiseaseorAttack^2.5 *HvyAlcoholConsump^-2.5,
HeartDiseaseorAttack^2.5 *AnyHealthcare^-2.5,
HeartDiseaseorAttack^2.5 *NoDocbcCost^-2.5,
HeartDiseaseorAttack^2.5 *GenHlth^-2.5,0.03490645599778285
HeartDiseaseorAttack^2.5 *MentHlth^-2.5,
HeartDiseaseorAttack^2.5 *PhysHlth^-2.5,
HeartDiseaseorAttack^2.5 *DiffWalk^-2.5,
HeartDiseaseorAttack^2.5 *Sex^-2.5,
HeartDiseaseorAttack^2.5 *Age^-2.5,0.018880077873846803
HeartDiseaseorAttack^2.5 *Education^-2.5,0.11702126233827295
HeartDiseaseorAttack^2.5 *Income^-2.5,0.09072856519991858
PhysActivity^2.5 *Fruits^-2.5,
PhysActivity^2.5 *Veggies^-2.5,
PhysActivity^2.5 *HvyAlcoholConsump^-2.5,
PhysActivity^2.5 *AnyHealthcare^-2.5,
PhysActivity^2.5 *NoDocbcCost^-2.5,
PhysActivity^2.5 *GenHlth^-2.5,-0.18067859682756335
PhysActivity^2.5 *MentHlth^-2.5,
PhysActivity^2.5 *PhysHlth^-2.5,
PhysActivity^2.5 *DiffWalk^-2.5,
PhysActivity^2.5 *Sex^-2.5,
PhysActivity^2.5 *Age^-2.5,-0.07369322149567424
PhysActivity^2.5 *Education^-2.5,0.01774758124164253
PhysActivity^2.5 *Income^-2.5,0.04302579682193995
Fruits^2.5 *Veggies^-2.5,
Fruits^2.5 *HvyAlcoholConsump^-2.5,
Fruits^2.5 *AnyHealthcare^-2.5,
Fruits^2.5 *NoDocbcCost^-2.5,
Fruits^2.5 *GenHlth^-2.5,-0.15184580645821608
Fruits^2.5 *MentHlth^-2.5,
Fruits^2.5 *PhysHlth^-2.5,
Fruits^2.5 *DiffWalk^-2.5,
Fruits^2.5 *Sex^-2.5,
Fruits^2.5 *Age^-2.5,-0.06010683113218913
Fruits^2.5 *Education^-2.5,0.041266126912148454
Fruits^2.5 *Income^-2.5,0.05288931607404362
Veggies^2.5 *HvyAlcoholConsump^-2.5,
Veggies^2.5 *AnyHealthcare^-2.5,
Veggies^2.5 *NoDocbcCost^-2.5,
Veggies^2.5 *GenHlth^-2.5,-0.17655081765148506
Veggies^2.5 *MentHlth^-2.5,
Veggies^2.5 *PhysHlth^-2.5,
Veggies^2.5 *DiffWalk^-2.5,
Veggies^2.5 *Sex^-2.5,
Veggies^2.5 *Age^-2.5,-0.0701803497497339
Veggies^2.5 *Education^-2.5,0.04482397147634087
Veggies^2.5 *Income^-2.5,0.06053883960666459
HvyAlcoholConsump^2.5 *AnyHealthcare^-2.5,
HvyAlcoholConsump^2.5 *NoDocbcCost^-2.5,
HvyAlcoholConsump^2.5 *GenHlth^-2.5,-0.05064206281774834
HvyAlcoholConsump^2.5 *MentHlth^-2.5,
HvyAlcoholConsump^2.5 *PhysHlth^-2.5,
HvyAlcoholConsump^2.5 *DiffWalk^-2.5,
HvyAlcoholConsump^2.5 *Sex^-2.5,
HvyAlcoholConsump^2.5 *Age^-2.5,-0.022784364812348815
HvyAlcoholConsump^2.5 *Education^-2.5,-0.027839678385638604
HvyAlcoholConsump^2.5 *Income^-2.5,-0.009769422858070424
AnyHealthcare^2.5 *NoDocbcCost^-2.5,
AnyHealthcare^2.5 *GenHlth^-2.5,-0.1829871439975622
AnyHealthcare^2.5 *MentHlth^-2.5,
AnyHealthcare^2.5 *PhysHlth^-2.5,
AnyHealthcare^2.5 *DiffWalk^-2.5,
AnyHealthcare^2.5 *Sex^-2.5,
AnyHealthcare^2.5 *Age^-2.5,-0.07338784933411845
AnyHealthcare^2.5 *Education^-2.5,0.08221578449534396
AnyHealthcare^2.5 *Income^-2.5,0.08402585793820275
NoDocbcCost^2.5 *GenHlth^-2.5,-0.028691562755097783
NoDocbcCost^2.5 *MentHlth^-2.5,
NoDocbcCost^2.5 *PhysHlth^-2.5,
NoDocbcCost^2.5 *DiffWalk^-2.5,
NoDocbcCost^2.5 *Sex^-2.5,
NoDocbcCost^2.5 *Age^-2.5,-0.022879723835555425
NoDocbcCost^2.5 *Education^-2.5,0.02947090539342647
NoDocbcCost^2.5 *Income^-2.5,0.03248314041006417
GenHlth^2.5 *MentHlth^-2.5,
GenHlth^2.5 *PhysHlth^-2.5,
GenHlth^2.5 *DiffWalk^-2.5,
GenHlth^2.5 *Sex^-2.5,
GenHlth^2.5 *Age^-2.5,-0.03784406829543536
GenHlth^2.5 *Education^-2.5,0.14411284582700465
GenHlth^2.5 *Income^-2.5,0.11391988485250114
MentHlth^2.5 *PhysHlth^-2.5,
MentHlth^2.5 *DiffWalk^-2.5,
MentHlth^2.5 *Sex^-2.5,
MentHlth^2.5 *Age^-2.5,-0.01747790229048046
MentHlth^2.5 *Education^-2.5,0.05396650529022878
MentHlth^2.5 *Income^-2.5,0.04771591732235406
PhysHlth^2.5 *DiffWalk^-2.5,
PhysHlth^2.5 *Sex^-2.5,
PhysHlth^2.5 *Age^-2.5,-0.0005736938430873222
PhysHlth^2.5 *Education^-2.5,0.0919960960608432
PhysHlth^2.5 *Income^-2.5,0.07699739645649548
DiffWalk^2.5 *Sex^-2.5,
DiffWalk^2.5 *Age^-2.5,0.009380611547336154
DiffWalk^2.5 *Education^-2.5,0.13593368831586297
DiffWalk^2.5 *Income^-2.5,0.10727764641358904
Sex^2.5 *Age^-2.5,-0.05345216399725771
Sex^2.5 *Education^-2.5,0.04892292780877076
Sex^2.5 *Income^-2.5,0.03786925142779204
Age^2.5 *Education^-2.5,0.11450544331652426
Age^2.5 *Income^-2.5,0.10012813160321998
Education^2.5 *Income^-2.5,0.0502374047677142
HighBP^2.5 *HighChol^-2.0,
HighBP^2.5 *CholCheck^-2.0,
HighBP^2.5 *BMI^-2.0,0.1563173791378365
HighBP^2.5 *Smoker^-2.0,
HighBP^2.5 *Stroke^-2.0,
HighBP^2.5 *HeartDiseaseorAttack^-2.0,
HighBP^2.5 *PhysActivity^-2.0,
HighBP^2.5 *Fruits^-2.0,
HighBP^2.5 *Veggies^-2.0,
HighBP^2.5 *HvyAlcoholConsump^-2.0,
HighBP^2.5 *AnyHealthcare^-2.0,
HighBP^2.5 *NoDocbcCost^-2.0,
HighBP^2.5 *GenHlth^-2.0,0.02068803112254983
HighBP^2.5 *MentHlth^-2.0,
HighBP^2.5 *PhysHlth^-2.0,
HighBP^2.5 *DiffWalk^-2.0,
HighBP^2.5 *Sex^-2.0,
HighBP^2.5 *Age^-2.0,0.012119516432036822
HighBP^2.5 *Education^-2.0,0.21764343503082745
HighBP^2.5 *Income^-2.0,0.15109611419069802
HighChol^2.5 *CholCheck^-2.0,
HighChol^2.5 *BMI^-2.0,0.09961819532030851
HighChol^2.5 *Smoker^-2.0,
HighChol^2.5 *Stroke^-2.0,
HighChol^2.5 *HeartDiseaseorAttack^-2.0,
HighChol^2.5 *PhysActivity^-2.0,
HighChol^2.5 *Fruits^-2.0,
HighChol^2.5 *Veggies^-2.0,
HighChol^2.5 *HvyAlcoholConsump^-2.0,
HighChol^2.5 *AnyHealthcare^-2.0,
HighChol^2.5 *NoDocbcCost^-2.0,
HighChol^2.5 *GenHlth^-2.0,-0.02316028445084114
HighChol^2.5 *MentHlth^-2.0,
HighChol^2.5 *PhysHlth^-2.0,
HighChol^2.5 *DiffWalk^-2.0,
HighChol^2.5 *Sex^-2.0,
HighChol^2.5 *Age^-2.0,0.003539978919060719
HighChol^2.5 *Education^-2.0,0.18378194687023133
HighChol^2.5 *Income^-2.0,0.13715344873647778
CholCheck^2.5 *BMI^-2.0,-0.15874641717954785
CholCheck^2.5 *Smoker^-2.0,
CholCheck^2.5 *Stroke^-2.0,
CholCheck^2.5 *HeartDiseaseorAttack^-2.0,
CholCheck^2.5 *PhysActivity^-2.0,
CholCheck^2.5 *Fruits^-2.0,
CholCheck^2.5 *Veggies^-2.0,
CholCheck^2.5 *HvyAlcoholConsump^-2.0,
CholCheck^2.5 *AnyHealthcare^-2.0,
CholCheck^2.5 *NoDocbcCost^-2.0,
CholCheck^2.5 *GenHlth^-2.0,-0.18828963074725302
CholCheck^2.5 *MentHlth^-2.0,
CholCheck^2.5 *PhysHlth^-2.0,
CholCheck^2.5 *DiffWalk^-2.0,
CholCheck^2.5 *Sex^-2.0,
CholCheck^2.5 *Age^-2.0,-0.08521638195346848
CholCheck^2.5 *Education^-2.0,0.105066735590824
CholCheck^2.5 *Income^-2.0,0.09777758546540664
BMI^2.5 *Smoker^-2.0,
BMI^2.5 *Stroke^-2.0,
BMI^2.5 *HeartDiseaseorAttack^-2.0,
BMI^2.5 *PhysActivity^-2.0,
BMI^2.5 *Fruits^-2.0,
BMI^2.5 *Veggies^-2.0,
BMI^2.5 *HvyAlcoholConsump^-2.0,
BMI^2.5 *AnyHealthcare^-2.0,
BMI^2.5 *NoDocbcCost^-2.0,
BMI^2.5 *GenHlth^-2.0,-0.09366985269630226
BMI^2.5 *MentHlth^-2.0,
BMI^2.5 *PhysHlth^-2.0,
BMI^2.5 *DiffWalk^-2.0,
BMI^2.5 *Sex^-2.0,
BMI^2.5 *Age^-2.0,-0.048695130367761255
BMI^2.5 *Education^-2.0,0.15452480408132616
BMI^2.5 *Income^-2.0,0.11713793998916087
Smoker^2.5 *Stroke^-2.0,
Smoker^2.5 *HeartDiseaseorAttack^-2.0,
Smoker^2.5 *PhysActivity^-2.0,
Smoker^2.5 *Fruits^-2.0,
Smoker^2.5 *Veggies^-2.0,
Smoker^2.5 *HvyAlcoholConsump^-2.0,
Smoker^2.5 *AnyHealthcare^-2.0,
Smoker^2.5 *NoDocbcCost^-2.0,
Smoker^2.5 *GenHlth^-2.0,-0.07771307913731476
Smoker^2.5 *MentHlth^-2.0,
Smoker^2.5 *PhysHlth^-2.0,
Smoker^2.5 *DiffWalk^-2.0,
Smoker^2.5 *Sex^-2.0,
Smoker^2.5 *Age^-2.0,-0.04113957233338234
Smoker^2.5 *Education^-2.0,0.08194571177187845
Smoker^2.5 *Income^-2.0,0.07027934152503143
Stroke^2.5 *HeartDiseaseorAttack^-2.0,
Stroke^2.5 *PhysActivity^-2.0,
Stroke^2.5 *Fruits^-2.0,
Stroke^2.5 *Veggies^-2.0,
Stroke^2.5 *HvyAlcoholConsump^-2.0,
Stroke^2.5 *AnyHealthcare^-2.0,
Stroke^2.5 *NoDocbcCost^-2.0,
Stroke^2.5 *GenHlth^-2.0,0.03270336204434788
Stroke^2.5 *MentHlth^-2.0,
Stroke^2.5 *PhysHlth^-2.0,
Stroke^2.5 *DiffWalk^-2.0,
Stroke^2.5 *Sex^-2.0,
Stroke^2.5 *Age^-2.0,0.024031344117692924
Stroke^2.5 *Education^-2.0,0.08821317543019526
Stroke^2.5 *Income^-2.0,0.0667445812421183
HeartDiseaseorAttack^2.5 *PhysActivity^-2.0,
HeartDiseaseorAttack^2.5 *Fruits^-2.0,
HeartDiseaseorAttack^2.5 *Veggies^-2.0,
HeartDiseaseorAttack^2.5 *HvyAlcoholConsump^-2.0,
HeartDiseaseorAttack^2.5 *AnyHealthcare^-2.0,
HeartDiseaseorAttack^2.5 *NoDocbcCost^-2.0,
HeartDiseaseorAttack^2.5 *GenHlth^-2.0,0.05681501634562714
HeartDiseaseorAttack^2.5 *MentHlth^-2.0,
HeartDiseaseorAttack^2.5 *PhysHlth^-2.0,
HeartDiseaseorAttack^2.5 *DiffWalk^-2.0,
HeartDiseaseorAttack^2.5 *Sex^-2.0,
HeartDiseaseorAttack^2.5 *Age^-2.0,0.05050749215280339
HeartDiseaseorAttack^2.5 *Education^-2.0,0.14654020309512716
HeartDiseaseorAttack^2.5 *Income^-2.0,0.10567639636533681
PhysActivity^2.5 *Fruits^-2.0,
PhysActivity^2.5 *Veggies^-2.0,
PhysActivity^2.5 *HvyAlcoholConsump^-2.0,
PhysActivity^2.5 *AnyHealthcare^-2.0,
PhysActivity^2.5 *NoDocbcCost^-2.0,
PhysActivity^2.5 *GenHlth^-2.0,-0.19203219533520402
PhysActivity^2.5 *MentHlth^-2.0,
PhysActivity^2.5 *PhysHlth^-2.0,
PhysActivity^2.5 *DiffWalk^-2.0,
PhysActivity^2.5 *Sex^-2.0,
PhysActivity^2.5 *Age^-2.0,-0.08733128457650544
PhysActivity^2.5 *Education^-2.0,0.0008960173493122894
PhysActivity^2.5 *Income^-2.0,0.044052045255386946
Fruits^2.5 *Veggies^-2.0,
Fruits^2.5 *HvyAlcoholConsump^-2.0,
Fruits^2.5 *AnyHealthcare^-2.0,
Fruits^2.5 *NoDocbcCost^-2.0,
Fruits^2.5 *GenHlth^-2.0,-0.15693027600255458
Fruits^2.5 *MentHlth^-2.0,
Fruits^2.5 *PhysHlth^-2.0,
Fruits^2.5 *DiffWalk^-2.0,
Fruits^2.5 *Sex^-2.0,
Fruits^2.5 *Age^-2.0,-0.07122677410695855
Fruits^2.5 *Education^-2.0,0.03760076847450514
Fruits^2.5 *Income^-2.0,0.057589053701683025
Veggies^2.5 *HvyAlcoholConsump^-2.0,
Veggies^2.5 *AnyHealthcare^-2.0,
Veggies^2.5 *NoDocbcCost^-2.0,
Veggies^2.5 *GenHlth^-2.0,-0.1859601025840189
Veggies^2.5 *MentHlth^-2.0,
Veggies^2.5 *PhysHlth^-2.0,
Veggies^2.5 *DiffWalk^-2.0,
Veggies^2.5 *Sex^-2.0,
Veggies^2.5 *Age^-2.0,-0.08279686375199809
Veggies^2.5 *Education^-2.0,0.04343248914840793
Veggies^2.5 *Income^-2.0,0.0662723751884265
HvyAlcoholConsump^2.5 *AnyHealthcare^-2.0,
HvyAlcoholConsump^2.5 *NoDocbcCost^-2.0,
HvyAlcoholConsump^2.5 *GenHlth^-2.0,-0.05447331831543043
HvyAlcoholConsump^2.5 *MentHlth^-2.0,
HvyAlcoholConsump^2.5 *PhysHlth^-2.0,
HvyAlcoholConsump^2.5 *DiffWalk^-2.0,
HvyAlcoholConsump^2.5 *Sex^-2.0,
HvyAlcoholConsump^2.5 *Age^-2.0,-0.02748988930460584
HvyAlcoholConsump^2.5 *Education^-2.0,-0.03929399996092303
HvyAlcoholConsump^2.5 *Income^-2.0,-0.014128244438754226
AnyHealthcare^2.5 *NoDocbcCost^-2.0,
AnyHealthcare^2.5 *GenHlth^-2.0,-0.19319651583948477
AnyHealthcare^2.5 *MentHlth^-2.0,
AnyHealthcare^2.5 *PhysHlth^-2.0,
AnyHealthcare^2.5 *DiffWalk^-2.0,
AnyHealthcare^2.5 *Sex^-2.0,
AnyHealthcare^2.5 *Age^-2.0,-0.085034842187426
AnyHealthcare^2.5 *Education^-2.0,0.09829606363733348
AnyHealthcare^2.5 *Income^-2.0,0.09466456625795622
NoDocbcCost^2.5 *GenHlth^-2.0,-0.02596031407693776
NoDocbcCost^2.5 *MentHlth^-2.0,
NoDocbcCost^2.5 *PhysHlth^-2.0,
NoDocbcCost^2.5 *DiffWalk^-2.0,
NoDocbcCost^2.5 *Sex^-2.0,
NoDocbcCost^2.5 *Age^-2.0,-0.023530875698589977
NoDocbcCost^2.5 *Education^-2.0,0.036682893635384
NoDocbcCost^2.5 *Income^-2.0,0.035960488322412006
GenHlth^2.5 *MentHlth^-2.0,
GenHlth^2.5 *PhysHlth^-2.0,
GenHlth^2.5 *DiffWalk^-2.0,
GenHlth^2.5 *Sex^-2.0,
GenHlth^2.5 *Age^-2.0,-0.0270580148770075
GenHlth^2.5 *Education^-2.0,0.19275076681606795
GenHlth^2.5 *Income^-2.0,0.13210257978309456
MentHlth^2.5 *PhysHlth^-2.0,
MentHlth^2.5 *DiffWalk^-2.0,
MentHlth^2.5 *Sex^-2.0,
MentHlth^2.5 *Age^-2.0,-0.015116643662940119
MentHlth^2.5 *Education^-2.0,0.06644989636914599
MentHlth^2.5 *Income^-2.0,0.05299702291140939
PhysHlth^2.5 *DiffWalk^-2.0,
PhysHlth^2.5 *Sex^-2.0,
PhysHlth^2.5 *Age^-2.0,0.013444753331322347
PhysHlth^2.5 *Education^-2.0,0.12102465265645163
PhysHlth^2.5 *Income^-2.0,0.08822177731261871
DiffWalk^2.5 *Sex^-2.0,
DiffWalk^2.5 *Age^-2.0,0.035022111301292166
DiffWalk^2.5 *Education^-2.0,0.17447320843532713
DiffWalk^2.5 *Income^-2.0,0.12357871569223129
Sex^2.5 *Age^-2.0,-0.059577947902378074
Sex^2.5 *Education^-2.0,0.05600675780789197
Sex^2.5 *Income^-2.0,0.04551601080891163
